"","indiv","Block","Col","Row","Population","Family","TempTrt","WaterTrt","LLL_0512","LLL_0515","LLL_0520","LLL_0523","LLL_0526","LLL_0529","LLL_0602","LLL_0605","LLL_0609","LLL_0612","b0_LER","b1_LER","b2_LER","Height_0529","Height_0602","Height_0605","Height_0609","Height_0612","Height_0616","Height_0620","b0_SER","b1_SER","b2_SER","LERstart","LERend","LER_AbsGrowth","LER_RelGrowth","SERstart","SERend","SER_AbsGrowth","ID","Tleaf","Cond","Photo","resPhoto","LeavesDW_g","ShootsDW_g","RootsDW_g","Biomass","NFlwr","NBud","HarvestDate","MinGermDay","MaxGermDay","AvgGermDay","DiedFromStress","PopID"
"368","368","MM5-4","J","6","Middle Yuba","MYU6","Hot","Wet",NA,NA,NA,5.08,11.4,19.8,43.8,34.9,NA,NA,-0.648794873828823,0.285329590956275,-0.00439276731402711,0,1.9,NA,2.5,2.1,NA,NA,-2.21819969655654,0.159194579056534,-0.0012493797286162,0.522675287032607,39.2080207267231,1.61188939332044,0.179903175419624,0.13545948979684,3.55478502858618,0.244237538484953,"MM5-4 J 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,21,19.5,TRUE,"MYU"
"369","369","MM5-4","K","6","Mill Creek","MIL12","Hot","Wet",1.85,4.63,13.73,23.52,33.41,45.66,38.5,55.6,NA,NA,0.706984804262451,0.272622841964587,-0.0055662954618451,2.1,5,NA,18.2,22.4,NA,NA,-3.25113493788356,0.302173405088016,-0.00298105625626796,2.02786761350721,57.0396605721531,2.29215803994358,0.139031750880304,1.78511089303176,24.8276482975387,1.64589552889335,"MM5-4 K 6",34.814915466,0.0277731142,2.229484114,-0.515291124527863,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"MIL"
"370","370","MM5-4","L","6","North Fork Middle Tule","NMT4","Hot","Wet",4.29,9.53,19.2,35.4,54.42,67.46,95.8,93.7,NA,NA,1.44507793393201,0.240807577732432,-0.0045754555021798,1.7,4,NA,19.2,25.5,NA,NA,-3.39526589073774,0.29905601333367,-0.00267275802401315,4.24218273991914,98.3957321103036,3.92306455709935,0.130996645680116,1.49992133903927,26.3017297647381,1.77155774469278,"MM5-4 L 6",33.035450744,0.2580816742,10.834417704,0.300872392846723,3.3,8.88,0.9097,13.0897,21,15,59,6,7,6.5,FALSE,"NMT"
"371","371","MM5-4","M","6","Paradise Creek","PRD7","Hot","Wet",3.48,7.98,18.44,33.63,55.27,63.25,86.9,107,NA,NA,1.2542702102524,0.256640143065836,-0.00487913285955565,4,6.4,NA,20,24.5,NA,NA,-3.13890788432556,0.322930281888284,-0.00365807760515409,3.50527932375878,99.8084767143902,4.01263322460964,0.1395409544365,2.64633473139687,27.6891291473433,1.78877102971046,"MM5-4 M 6",32.444010928,0.2553023896,10.321172544,0.256056532262144,1.27,3.08,0.4606,4.8106,18,10,58,6,7,6.5,FALSE,"PRD"
"372","372","MM5-4","A","7","Redwood Creek","RWD1","Hot","Wet",1.17,2.62,12.35,19.98,35.39,51.8,84,78.3,NA,NA,0.138584881111547,0.337495377202819,-0.00666667232058518,0.9,3,NA,16.5,21.1,NA,NA,-3.4057327348596,0.276834784809561,-0.00212602423235142,1.14864717588147,81.3263992056303,3.3407396679062,0.177495241508775,0.985831272894762,21.9435375116667,1.49697901705514,"MM5-4 A 7",30.867077256,0.7799976216,14.30013367,0.198963035473748,3.3,6.15,1.23,10.68,8,32,58,6,7,6.5,FALSE,"RWD"
"373","373","MM5-4","B","7","Rock Creek","002aN1","Hot","Wet",NA,1.03,8.27,14.22,21.85,35.64,51.8,54.2,NA,NA,-0.756589331257527,0.389613482616044,-0.00792185772903081,0,2.5,NA,11.5,14.2,NA,NA,-3.34698794104691,0.240108141578487,-0.00134584700908882,0.469264205472077,56.3253218018357,2.32733573318182,0.199488897119304,0.413262243867991,15.4941450445964,1.07720591433775,"MM5-4 B 7",33.402807618,0.056711854,4.5854612726,-0.0390997619848232,NA,NA,NA,NA,NA,NA,NA,9,9,9,TRUE,"RCC"
"374","374","MM5-4","C","7","Wawona","183aC2","Hot","Wet",3.2,6.19,14.91,33.74,46.22,62.15,76.8,94.7,NA,NA,1.09486139622293,0.260745893688017,-0.00493390339993393,1.7,3.9,NA,22.1,26.8,NA,NA,-3.46005733833561,0.303424990376196,-0.00267173001467697,2.98876840009438,90.9977231954297,3.66703978313897,0.142332212089603,1.52448611655357,28.3292355596627,1.91462496022208,"MM5-4 C 7",32.200097656,0.6153885874,14.894563252,0.321012796031194,2.39,3.46,0.48,6.33,0,1,58,9,9,9,FALSE,"WNA"
"375","375","MM5-4","D","7","West Fork Mojave River","WFM2","Hot","Wet",3.07,5.28,13.3,25.93,39.73,60.52,73.8,91.8,NA,NA,1.00351712315982,0.251927011217033,-0.004480465743056,1,3.6,NA,19.9,23.6,NA,NA,-3.47522232157201,0.289164262079054,-0.00230714328066236,2.72785919294527,87.2709044005517,3.52262688365027,0.144395833383689,1.16800139203658,25.356241345911,1.72773142527675,"MM5-4 D 7",29.459833528,1.1055941868,13.944743268,0.0541145984538622,2.59,4.42,0.69,7.7,5,22,58,6,7,6.5,FALSE,"WFM"
"377","377","MM5-4","F","7","Cottonwood Creek","364a","Hot","Wet",NA,1.54,10.18,18.51,30.73,51.88,60.5,76.5,NA,NA,-0.420498881068774,0.386268536526152,-0.00792000231467615,1.8,5.2,NA,20,24.2,NA,NA,-3.34198637892886,0.305092520329721,-0.00290315869686309,0.656719113345427,72.8224773463613,3.00690659304233,0.196188480973924,1.73347475331937,26.8253157166357,1.7922743545226,"MM5-4 F 7",32.424929048,0.6869551492,13.870362548,0.212027047879369,1.72,2.76,0.58,5.06,0,6,58,6,7,6.5,FALSE,"CTC"
"378","378","MM5-4","G","7","Cuyamaca Rancho","CUR8","Hot","Wet",2.37,3.83,17.49,26.49,47.18,69.85,80.4,83.1,NA,NA,0.724490677023436,0.303519979553726,-0.00611876146369627,2,5.4,NA,19.8,25.5,NA,NA,-3.33794306340625,0.308510826801764,-0.00299121315447363,2.06367975273722,88.6382591474252,3.60727414144533,0.156669704425016,1.83567609599772,27.5408594650905,1.83608452636377,"MM5-4 G 7",31.679808044,0.6326782262,14.214111116,0.264745698133911,0.96,2.6,0.33,3.89,2,5,58,8,8,8,FALSE,"CUR"
"379","379","MM5-4","H","7","Deep Creek","DPC6","Hot","Wet",NA,NA,6.02,16.58,26.32,36.21,56,77.8,NA,NA,-0.124678497204187,0.317836994513062,-0.00571179198973122,1.1,3.5,NA,16.5,18.5,NA,NA,-3.29632921293765,0.278804862312795,-0.00235059481803417,0.882780673420187,67.5871032838966,2.77934677543652,0.180753986759513,1.14691417554362,20.9265865585118,1.41283374164059,"MM5-4 H 7",33.168167878,0.2828537612,10.326351411,0.221398992017641,0.0998,0.38,0.07,0.5498,0,0,58,12,17,14.5,FALSE,"DPC"
"380","380","MM5-4","I","7","Grade Road Palomar","GRP4","Hot","Wet",NA,2.46,13.09,20.66,36.08,43.13,49.1,64.2,NA,NA,0.169008495307611,0.328703401863538,-0.00677241632211091,0.9,2.6,NA,10.3,13.6,NA,NA,-3.0884654832362,0.251446567540705,-0.00203583269028231,1.18413019843153,63.8782123527851,2.61225342309807,0.166165410132877,0.818060943488271,14.6417386397701,0.987405549734416,"MM5-4 I 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,TRUE,"GRP"
"381","381","MM5-4","J","7","Hauser Creek","HAU2","Hot","Wet",4.45,9.24,22.27,41.72,54.12,83.45,100.7,92.3,NA,NA,1.45424262349005,0.255222275311437,-0.00512065544010974,1.9,4.8,NA,18.9,18.1,NA,NA,-3.18649211508558,0.29545724961712,-0.00292588753415146,4.28123972698875,102.52223454673,4.09337478415588,0.132326544748803,1.69311800232164,22.5919299604722,1.49277228272504,"MM5-4 J 7",32.106015776,0.3240271694,12.70989771,0.382457496047519,1.57,4.3,0.43,6.3,10,7,59,6,7,6.5,FALSE,"HAU"
"382","382","MM5-4","L","7","Middle Yuba","MYU6","Hot","Wet",NA,1.03,5.34,9.38,14.65,23.05,30.8,41.6,NA,NA,-0.686300291040967,0.326440976599527,-0.0059945775083478,0.5,1.5,NA,12,13.1,NA,NA,-3.23431556812242,0.239715277730737,-0.00151939299324355,0.503435191527815,40.2619358410524,1.65660419373019,0.182571116399179,0.494422101981193,14.4362922270537,0.995847866076607,"MM5-4 L 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"MYU"
"383","383","MM5-4","K","7","Little Jameson","LIJ2","Hot","Wet",NA,1.51,6.16,10.9,18.46,32.14,35,51.2,NA,NA,-0.368948609968747,0.315727736830198,-0.00578505448728043,0.7,2.1,NA,9.2,10.6,NA,NA,-3.00008122049915,0.236334596044201,-0.00181905399768223,0.691460943736781,48.2466159359316,1.98146479134145,0.176886429135468,0.635421070917779,12.1731460215487,0.824123210759352,"MM5-4 K 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"LIJ"
"385","385","MM7-5","A","1","Cottonwood Creek","347a","Cool","Dry",NA,NA,5.62,8.52,16.9,24.4,27.1,48.5,58,38,-0.168940881122259,0.274754794629814,-0.00469773214272625,0,0.6,NA,2,2.2,2.5,3,-1.92597683941431,0.13353504165848,-0.00111206314497268,0.844558831280471,46.2442514491483,1.46450621347961,0.1291250982053,0.0229929749943831,3.90591559754227,0.176496482843086,"MM7-5 A 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,TRUE,"CTC"
"386","386","MM7-5","B","1","Cuyamaca Rancho","CUR11","Cool","Dry",2.19,5.59,10.89,16.02,18.01,25,24.8,40.2,60.7,59.9,0.992945242812749,0.173560807410457,-0.00240828884299076,0,NA,2.4,4,5.6,6.5,9.6,-2.46368709122892,0.177335697428961,-0.00128333136438411,2.69917249530073,57.9143210107484,1.78113382307896,0.098903853277743,0.197381394042069,11.1880760795479,0.499577031159355,"MM7-5 B 1",26.340229796,0.2597901268,10.514339758,0.123819135213266,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"CUR"
"387","387","MM7-5","C","1","Deep Creek","DPC5","Cool","Dry",4.1,8.72,15.06,19.82,27.66,41,34.3,47.5,54.7,59.1,1.48042413482914,0.169107393518739,-0.0027862587789595,1.1,1.8,NA,5.4,7,13,20,-2.70828454140276,0.217448842854214,-0.00184252888397518,4.3948092773647,57.1202472900737,1.70082058105513,0.0827333713709945,0.577521492348432,18.4867334353175,0.814055088316777,"MM7-5 C 1",26.927471542,0.061305263,5.0161198606,-0.0737034642718526,0.15,NA,0.3894,NA,0,1,57,6,7,6.5,FALSE,"DPC"
"388","388","MM7-5","D","1","Grade Road Palomar","GRP7","Cool","Dry",0.58,2.51,8.67,15.17,21.36,30.4,33.4,44.2,55.9,61.8,-0.167015332730147,0.309133920849819,-0.00571309460538023,0.5,NA,2.1,3.5,7.2,15.5,23.4,-2.85943888142278,0.195400419057878,-0.00107152343856598,0.846186636886365,50.6962679707726,1.60806713980278,0.132027988083032,0.164973067605881,21.9058036231242,0.98821957070538,"MM7-5 D 1",25.87312813,0.6243780796,15.62764635,0.190647710064977,0.18,0.47,0.1248,0.7748,0,0,57,6,7,6.5,FALSE,"GRP"
"389","389","MM7-5","E","1","Hauser Creek","HAU3","Cool","Dry",NA,1.7,5.83,12,18.49,26.7,25.3,46.4,55,73.8,-0.0375806271177909,0.257692271645533,-0.00399275236688848,0.5,0.9,NA,3,6.5,17,25.3,-2.89706799511863,0.191135177613868,-0.000908755532405082,0.963116761261699,61.1814946818236,1.94252832001812,0.13391694827199,0.0937363465440664,22.9265032476786,1.03785304096066,"MM7-5 E 1",25.744594956,0.6373284978,15.027398828,0.143767824614581,0.22,0.3,0.1139,0.6339,0,0,57,6,7,6.5,FALSE,"HAU"
"390","390","MM7-5","F","1","Little Jameson","LIJ9","Cool","Dry",NA,2.93,7.67,13.11,19.27,26.9,32.9,39.1,47.9,62.2,0.476104016667275,0.222181693350259,-0.00350024643674031,0.5,NA,1.3,4.2,6.9,16.8,26.8,-2.93597706702983,0.191127091556659,-0.000845398014753533,1.60979045228806,54.5981328247856,1.70930136685476,0.113674053811309,0.0712899286309481,24.3335378152375,1.10282944939121,"MM7-5 F 1",26.543517684,0.4126183564,12.360810908,0.11177796894149,0.17,0.33,0.0882,0.5882,0,0,57,8,8,8,FALSE,"LIJ"
"391","391","MM7-5","G","1","Middle Yuba","MYU5","Cool","Dry",2.69,2.64,8.99,12.1,15.43,22.1,21.3,40.6,59.5,58.8,0.807867441524973,0.164521113345129,-0.00188293275770805,0,0.7,NA,5.1,9.1,18.9,26.9,-3.05346504843891,0.193356860122109,-0.000707825208724296,2.24311929934112,60.2512654257089,1.87123052020541,0.106150197856179,0.0294658632003695,29.2909913720153,1.33006934130977,"MM7-5 G 1",26.240293502,0.3989912302,11.15738248,0.0219667618556167,0.24,0.42,0.2019,0.8619,0,0,57,12,17,14.5,FALSE,"MYU"
"392","392","MM7-5","H","1","Mill Creek","MIL11","Cool","Dry",2.44,5.17,11.47,17.91,25.69,33.6,33.5,43.5,72.5,78.8,0.997822214117634,0.193442280374051,-0.00285588287927482,0.7,NA,3.4,7.9,14.1,26.8,37.8,-3.15478970917171,0.237990036078865,-0.00160736596752088,2.7123684340593,70.1074775935286,2.17403577933772,0.104909911116531,0.531905123477141,38.7264837120442,1.73611720857123,"MM7-5 H 1",26.25166397,0.5685331062,16.094130436,0.255265621386726,0.691,1.65,0.2277,2.5687,6,4,57,6,7,6.5,FALSE,"MIL"
"393","393","MM7-5","I","1","North Fork Middle Tule","NMT6","Cool","Dry",NA,2.32,7.09,13.23,21.18,25.9,29.2,41.4,62.4,96.2,0.370440816688978,0.218952807714651,-0.00297426694872445,0,0.4,NA,1.5,4.7,13,24,-2.87322153734467,0.155449887199494,-9.67498466486535e-05,1.44837294092478,73.6782262616968,2.329995268412,0.126750532304193,-0.227817347650904,19.9506054703451,0.917201037181635,"MM7-5 I 1",26.196854782,0.5253407136,14.897952858,0.207722357169427,0.91,0.89,0.182,1.982,0,0,57,9,9,9,FALSE,"NMT"
"394","394","MM7-5","J","1","Paradise Creek","PRD6","Cool","Dry",NA,2.2,8.31,13.39,18.74,26,31.8,46.5,68.1,91.3,0.338595132198923,0.226172393791488,-0.00315354298723795,0,NA,1,3.4,7.9,17.5,28,-3.04169915390348,0.17560843847571,-0.000303813188568555,1.40297521072228,75.1423661097089,2.37869002899957,0.128412561187111,-0.134248801466229,27.3585929583977,1.24967462544836,"MM7-5 J 1",25.836117552,0.5874155434,14.346465656,0.128038321850251,0.641,0.89,0.6796,2.2106,0,4,57,6,7,6.5,FALSE,"PRD"
"395","395","MM7-5","K","1","Rainbow Pool","RBW1","Cool","Dry",2.93,6.9,12.63,17.31,30.55,42.8,35.3,62.6,83.8,97.6,1.19588983269063,0.18516567821007,-0.00256612518952891,0.5,0.8,NA,2.9,6,13,25.9,-2.84948157987672,0.185340096344902,-0.000847855449226237,3.30649869247146,87.3549365924457,2.71123993225723,0.105615797334674,0.0578830971671436,20.9593724505812,0.950067697882459,"MM7-5 K 1",25.964324186,0.6000850226,15.851158534,0.219759592638125,1.503,1.59,1.723,4.816,0,4,57,6,7,6.5,FALSE,"RBW"
"396","396","MM7-5","L","1","Redwood Creek","RWD9","Cool","Dry",NA,1.36,7.08,13.03,24.01,28,27,32.7,46.2,58.8,-0.215624626291282,0.295309187340713,-0.00532681529954698,0.5,NA,1.6,3.3,5.2,10.9,19.8,-2.7212587989941,0.181912064800823,-0.000974289126835498,0.806037810495329,45.5992230686128,1.44494145993927,0.130177913054757,0.0938206435192681,17.0188416060552,0.769319134660726,"MM7-5 L 1",NA,NA,NA,NA,0.821,0.86,0.5397,2.2207,0,4,57,6,7,6.5,FALSE,"RWD"
"397","397","MM7-5","M","1","Rock Creek","004aN1","Cool","Dry",0.83,3.18,6.16,8.75,12.09,21.4,20.4,27,37.6,39,0.13328919591159,0.226747752411866,-0.00369143962352051,0,0.7,NA,2,3.5,8,12.8,-2.55262502410091,0.154033419467786,-0.000583436455432041,1.14258038013066,37.1511988986031,1.16156833930556,0.112313124082731,-0.0975753014523381,12.030222753583,0.551263547956152,"MM7-5 M 1",NA,NA,NA,NA,0.19,0.18,0.0986,0.4686,0,0,57,9,9,9,FALSE,"RCC"
"398","398","MM7-5","N","1","Wawona","182aC2","Cool","Dry",2.1,4.88,10.7,15.41,22.49,35.4,33.5,58.2,70.6,74.5,0.847640760985044,0.206410077084906,-0.00309847608706995,0.5,NA,2.1,5,6.9,11.5,20.5,-2.76335015029776,0.198146996315768,-0.0012929902050027,2.3341335719216,71.4299772692649,2.22889818378527,0.110357318385737,0.260457333022379,19.0402871350057,0.853628627362877,"MM7-5 N 1",26.205527112,0.5690736868,13.138331074,0.0519878895591983,0.711,0.97,0.884,2.565,0,8,57,6,7,6.5,FALSE,"WNA"
"399","399","MM7-5","A","2","West Fork Mojave River","WFM5","Cool","Dry",4.67,8.57,15.29,23.85,29.57,45.6,43.5,69.1,67.7,79.6,1.53290843115051,0.173182515327962,-0.00267286815241199,0.6,1.5,NA,4.9,6,5.5,8,-2.3093173958574,0.193392861340632,-0.00191672822682029,4.63162802309208,76.1678998289405,2.3076216711564,0.0903236026031902,0.528713893435133,9.15189678535894,0.391962858723809,"MM7-5 A 2",27.31378441,0.01675437,2.4222723402,-0.314251562224287,0.1775,0.3044,0.09,0.5719,0,0,56,6,7,6.5,FALSE,"WFM"
"400","400","MM7-5","B","2","Whitewater Canyon","WWC11","Cool","Dry",2.61,4.42,9.05,13.2,13.6,23.4,20.7,40,54.5,67.7,1.01217051242466,0.143795638838898,-0.00138254049727234,0,NA,0.5,5.6,7.1,14.1,23.4,-2.96003497291699,0.1733668502775,-0.000382948081490133,2.75156684824861,62.8791039934743,1.93959797242664,0.100936883423455,-0.11615229778596,23.9983083345073,1.09611184692242,"MM7-5 B 2",26.629928588,0.2664105872,9.2955902778,-0.00883590474501927,0.1869,0.2889,0.13,0.6058,0,0,56,6,7,6.5,FALSE,"WWC"
"401","401","MM7-5","C","2","Cottonwood Creek","356a","Cool","Dry",NA,NA,0.65,3.67,6.8,11.9,10.7,13.5,18.4,20.4,-2.08894602970078,0.351093914664711,-0.00608516394042128,0,0,NA,0.5,1.8,2.8,3.5,-1.98764026950507,0.105658429882887,-0.0003473958720011,0.123817567108281,19.0510606685228,0.610556229077888,0.162453832511652,-0.253115234278189,3.97611454474289,0.192237717228231,"MM7-5 C 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17,14.5,NA,"CTC"
"402","402","MM7-5","D","2","Cuyamaca Rancho","CUR9","Cool","Dry",2.02,4.42,8.3,13.77,16.71,21.1,26.9,34.8,49.9,63.4,0.832666675767579,0.172496902570788,-0.00223347101951341,0,NA,0.5,2.5,5.9,13.5,19.4,-2.86152980845474,0.156558176912992,-0.000142151151057865,2.29944243910695,56.469744870521,1.74742911069078,0.103259300965872,-0.214254620420462,19.656441140209,0.903213443664976,"MM7-5 D 2",26.754114912,0.4918481806,14.926069402,0.234359952874328,0.1105,0.21,0.05,0.3705,0,0,56,9,9,9,FALSE,"CUR"
"403","403","MM7-5","E","2","Deep Creek","DPC3","Cool","Dry",1.13,3.02,6.68,12.01,16.33,21.9,28.3,41.4,51.9,60.4,0.291945975575702,0.226114766469186,-0.00342185089408774,0,0.9,NA,5.5,8.1,15.8,23.8,-2.96114872346407,0.193626843218568,-0.000864127218563432,1.33903067532383,55.3183691962798,1.74126898454697,0.120037388752466,0.0841267726155082,25.4686407047428,1.15384154236942,"MM7-5 E 2",NA,NA,NA,NA,0.1565,0.21,0.0547,0.4212,0,0,56,6,7,6.5,FALSE,"DPC"
"404","404","MM7-5","F","2","Grade Road Palomar","GRP3","Cool","Dry",3.29,6.31,11.11,18.45,25.15,42.4,45.1,72,82.4,93.1,1.18135831944825,0.185940149668811,-0.00253788721857671,0.7,NA,3.4,6.4,12.5,23.3,31.5,-3.05291589319872,0.230722932033806,-0.00159950349923371,3.25879768623295,90.6126059715766,2.81786478339818,0.107265645892932,0.502480546762923,32.5297677487913,1.45578578191038,"MM7-5 F 2",26.133380892,0.5666992732,16.251085718,0.266184608101177,0.61,1.68,0.55,2.84,0,3,56,6,7,6.5,FALSE,"GRP"
"405","405","MM7-5","G","2","Hauser Creek","HAU5","Cool","Dry",0.8,3.35,10.63,17.91,19.93,33.4,35,68.7,85,95.2,0.175927727460463,0.275417225241081,-0.00451298023050389,0,1,NA,7.6,12.6,23.5,35.1,-3.20744986951917,0.212812957953235,-0.000921669959193916,1.1923518812381,79.5899404350249,2.52895446947699,0.135514838095461,0.154893113744369,39.060687134458,1.76844518275971,"MM7-5 G 2",26.054410172,0.598839509,17.44115531,0.316130328737598,1.21,2.32,0.44,3.97,0,0,56,6,7,6.5,FALSE,"HAU"
"406","406","MM7-5","H","2","Little Jameson","LIJ7","Cool","Dry",NA,NA,6.4,9.94,17.29,22.4,19.4,26.8,31.5,27.2,0.238720563128548,0.235362459294297,-0.00433967989164798,0,NA,0.9,1,1,NA,1,-1.57936010579071,0.111065943969048,-0.00113910759356925,1.26962370733326,28.9197405334543,0.891939252455518,0.10083238265321,-0.020233648772703,1.77216626360198,0.0814727232897581,"MM7-5 H 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,TRUE,"LIJ"
"407","407","MM7-5","I","2","Middle Yuba","MYU3","Cool","Dry",2.05,5.23,10.37,16.07,18.56,28.9,32.7,45.9,61.1,62.5,0.879177100136659,0.195170128681855,-0.00293560180807624,0,0.5,NA,6,8.6,17.5,14.1,-2.85058852855477,0.19002499664479,-0.000957743906033616,2.40891659344188,60.8454931461081,1.88505085653762,0.104166472631492,0.108545089696259,21.2792969535684,0.962306902903277,"MM7-5 I 2",25.987223814,0.4750008378,11.842148862,0.0160113471540186,0.3598,0.44,0.47,1.2698,0,0,56,6,7,6.5,FALSE,"MYU"
"408","408","MM7-5","J","2","Mill Creek","MIL3","Cool","Dry",NA,0.89,7.42,13.65,17.08,25.2,26.7,31.1,42.2,44.5,-0.592871473538661,0.330514983337911,-0.0062858279063073,0,NA,0.9,4.2,9.1,15.1,22.9,-2.96798195954096,0.178639646759721,-0.000495747587007705,0.552737831732886,37.0553370750066,1.17750320139593,0.135654318242385,-0.0716802220743806,24.6599698511076,1.12416591241736,"MM7-5 J 2",NA,NA,NA,NA,0.1465,0.29,0.09,0.5265,0,0,56,9,9,9,FALSE,"MIL"
"409","409","MM7-5","K","2","North Fork Middle Tule","NMT7","Cool","Dry",0.94,4.41,10.89,15.98,20.52,33.4,26.1,40.7,57.6,69.7,0.39870445847725,0.249450693105868,-0.00428952286573651,0.4,0.5,NA,2.6,5.9,16.2,25.5,-2.91045437935253,0.179176728182368,-0.000601941238928417,1.48989322822038,55.1162433737623,1.72988226275942,0.116475484268036,-0.037682670440326,22.6150777407461,1.0296709277812,"MM7-5 K 2",25.517678068,0.6494663904,12.949671428,-0.0121254016955423,0.4561,0.62,0.36,1.4361,0,2,56,6,7,6.5,FALSE,"NMT"
"410","410","MM7-5","L","2","Paradise Creek","PRD1","Cool","Dry",2.57,5.64,10.78,15.28,15.89,27.5,28.8,40.9,59.9,73,1.08707169852484,0.158808314980964,-0.00188871742346658,0,NA,1.9,4.5,7.9,15.9,28.9,-3.01651198808258,0.188868932878204,-0.000660824841708852,2.96557724109562,66.358510477668,2.04493333021201,0.1002580748535,0.00328688158069146,27.3396478965528,1.24256186431691,"MM7-5 L 2",26.010160826,0.521433666,12.533562104,0.0377133884233456,0.237,1.32,0.48,2.037,0,2,56,6,7,6.5,FALSE,"PRD"
"411","411","MM7-5","M","2","Rainbow Pool","RBW1","Cool","Dry",NA,2.12,4.79,8.85,12.51,14.9,19.6,34.8,56.4,68.5,0.293669394943409,0.176041257022549,-0.00166344067270907,0,0.5,NA,2.4,5,11.1,19,-2.78015917028899,0.162545504586134,-0.00041698237914795,1.34134037644378,63.5852723158272,2.00786877223817,0.124474596168568,-0.128372826563309,17.6320890109441,0.807293719886701,"MM7-5 M 2",NA,NA,NA,NA,0.2933,0.36,0.22,0.8733,0,0,56,6,7,6.5,FALSE,"RBW"
"412","412","MM7-5","N","2","Redwood Creek","RWD2","Cool","Dry",3.66,6.87,15.16,25.07,37.17,54.4,59.2,82.8,83.8,91.7,1.26233212645306,0.217587987194244,-0.00368207638261462,1,NA,4.4,8.3,10.9,18.5,25.9,-2.8985851505189,0.240729850516492,-0.00208860257159456,3.53365281058686,87.2767693257578,2.70139085532809,0.103443619333191,0.804378416831907,26.4705496286034,1.16664414598961,"MM7-5 N 2",25.819432068,0.557805518,11.570504348,-0.0675724905535353,4.7,6.98,1.33,13.01,13,58,56,6,7,6.5,FALSE,"RWD"
"413","413","MM7-5","A","3","Rock Creek","014aN1","Cool","Dry",2.88,6.75,12.48,18.08,25.28,33.9,33.1,53.4,66,63.7,1.17186339106445,0.185311630236717,-0.00287057504042152,0.5,0.9,NA,3.9,5.5,5.5,9,-2.3649185762211,0.179745386815496,-0.00150111725236339,3.22800206804063,63.9371976304148,1.95836114717336,0.0963238039836498,0.292954763789362,9.61164697077005,0.423576918499122,"MM7-5 A 3",26.734236524,0.0574538096,5.8052337736,0.0967788859026901,0.1175,0.1283,0.0766,0.3224,0,0,56,10,10,10,FALSE,"RCC"
"414","414","MM7-5","B","3","Wawona","184aC2","Cool","Dry",NA,0.78,5.32,9.74,16.83,21.6,23.7,50,55.8,56.3,-0.811216907053554,0.32833564112546,-0.00565501006326733,0,NA,1,2.9,4.4,10.5,18.2,-2.75542725502287,0.159600536141677,-0.000386925576686164,0.444317044557629,51.0458014339657,1.63230594804542,0.153030329164173,-0.142761953957203,16.8228234519602,0.771162972996247,"MM7-5 B 3",25.923688124,0.3775049684,10.242867168,-0.0427541137021237,0.1247,0.1249,0.042,0.2916,0,0,56,8,8,8,FALSE,"WNA"
"415","415","MM7-5","C","3","West Fork Mojave River","WFM11","Cool","Dry",3.22,6.5,13.39,18.89,24.02,34.4,34,57.3,64.6,81.1,1.25180435006053,0.173409609315404,-0.00242953052706537,1,1.7,NA,5.5,10.4,17.5,27.5,-2.91287962646836,0.22549788491268,-0.00170227524560347,3.49664644312558,73.1654563888777,2.247380965992,0.0980941629763774,0.535148119339858,25.9067514008989,1.15325469461632,"MM7-5 C 3",25.98806877,0.6311973774,15.072903872,0.150423443327964,0.6,1.59,0.3061,2.4961,4,4,56,6,7,6.5,FALSE,"WFM"
"416","416","MM7-5","D","3","Whitewater Canyon","WWC9","Cool","Dry",2.58,6.4,14.4,17.17,27.42,43.9,33.7,33.6,78.4,94.8,1.1577223602859,0.183291576051753,-0.00263007503515447,0.5,NA,2.5,5.4,10.6,19.6,30.2,-3.02164808129842,0.214243854872797,-0.00125741125391741,3.18267602523992,74.6088482262207,2.30407007099938,0.101759249961965,0.293181678444445,29.6103975828614,1.33260072292804,"MM7-5 D 3",25.437285234,0.7141562482,15.275473734,0.117376653787276,0.2923,2.13,0.3923,2.8146,4,3,56,6,7,6.5,FALSE,"WWC"
"417","417","MM7-5","E","3","Cottonwood Creek","353a","Cool","Dry",NA,1.3,3.88,6.37,11.67,16.8,16.1,41.3,52.6,55.2,-0.30857188019611,0.23103116333296,-0.00296246471812801,0,0.6,NA,4.7,7.5,8.6,13,-2.66448372381737,0.177924151090571,-0.000971387748205363,0.734495154645886,54.9523029013727,1.74896154021699,0.139194757070992,0.0827409962981345,15.3966558703736,0.696087039730703,"MM7-5 E 3",NA,NA,NA,NA,0.0119,0.0236,0.0095,0.045,0,0,56,8,8,8,FALSE,"CTC"
